0.0129	 0.969	0.008
0.0491	 0.950	0.007
0.0997	 0.986	0.009
0.1511	 0.998	0.009
0.2025	 1.013	0.006
0.2507	 1.033	0.008
0.3509	 0.992	0.008
0.3017	 1.006	0.007
