         3500   8000    250
         2.0   5.0   0.5
      8    U B V R I J H K
  3500  2.0  5.4058e+03  4.3347e+04  9.0646e+04  1.0874e+05  1.4805e+05  1.9170e+05  1.8217e+05  6.9522e+04
  3500  2.5  6.4829e+03  4.4571e+04  8.6783e+04  1.0328e+05  1.4343e+05  1.9243e+05  1.8235e+05  6.9624e+04
  3500  3.0  7.3937e+03  4.5407e+04  8.5741e+04  1.0317e+05  1.4383e+05  1.9175e+05  1.7924e+05  6.8857e+04
  3500  3.5  8.5458e+03  4.7936e+04  9.5062e+04  1.1949e+05  1.6009e+05  1.8693e+05  1.6209e+05  6.4151e+04
  3500  4.0  9.7372e+03  5.1266e+04  1.0622e+05  1.3907e+05  1.7880e+05  1.8223e+05  1.4051e+05  5.8297e+04
  3500  4.5  1.0069e+04  5.2032e+04  1.1083e+05  1.4947e+05  1.8834e+05  1.7912e+05  1.3037e+05  5.5531e+04
  3500  5.0  9.6668e+03  5.1144e+04  1.1211e+05  1.5564e+05  1.9371e+05  1.7690e+05  1.2636e+05  5.4367e+04
  3750  2.0  1.0887e+04  9.9821e+04  2.1562e+05  2.6560e+05  2.8183e+05  2.3783e+05  2.0254e+05  7.5992e+04
  3750  2.5  1.2870e+04  1.0252e+05  2.1128e+05  2.5808e+05  2.7694e+05  2.3828e+05  2.0318e+05  7.6218e+04
  3750  3.0  1.4544e+04  1.0375e+05  2.0619e+05  2.5096e+05  2.7234e+05  2.3889e+05  2.0337e+05  7.6407e+04
  3750  3.5  1.5842e+04  1.0270e+05  2.0167e+05  2.4817e+05  2.7175e+05  2.3772e+05  1.9962e+05  7.5685e+04
  3750  4.0  1.7490e+04  1.0049e+05  2.0163e+05  2.5655e+05  2.8159e+05  2.3135e+05  1.8387e+05  7.1352e+04
  3750  4.5  1.9474e+04  1.0099e+05  2.0531e+05  2.6811e+05  2.9345e+05  2.2516e+05  1.6326e+05  6.5895e+04
  3750  5.0  2.0619e+04  1.0145e+05  2.0658e+05  2.7375e+05  2.9913e+05  2.2182e+05  1.5194e+05  6.2911e+04
  4000  2.0  2.5224e+04  1.9678e+05  3.8653e+05  4.5454e+05  4.2583e+05  2.9264e+05  2.2264e+05  8.2410e+04
  4000  2.5  2.8449e+04  2.0090e+05  3.8224e+05  4.5122e+05  4.2435e+05  2.9168e+05  2.2334e+05  8.2653e+04
  4000  3.0  3.0865e+04  2.0273e+05  3.7684e+05  4.4709e+05  4.2244e+05  2.9150e+05  2.2365e+05  8.3059e+04
  4000  3.5  3.2316e+04  2.0145e+05  3.6965e+05  4.4222e+05  4.2025e+05  2.9158e+05  2.2393e+05  8.3327e+04
  4000  4.0  3.3215e+04  1.9551e+05  3.5943e+05  4.3685e+05  4.1920e+05  2.8978e+05  2.2054e+05  8.2512e+04
  4000  4.5  3.5047e+04  1.8609e+05  3.4783e+05  4.3258e+05  4.2159e+05  2.8281e+05  2.0684e+05  7.8785e+04
  4000  5.0  3.8265e+04  1.8242e+05  3.4235e+05  4.3215e+05  4.2587e+05  2.7540e+05  1.8818e+05  7.3968e+04
  4250  2.0  6.0796e+04  3.5186e+05  6.1728e+05  6.6848e+05  5.8105e+05  3.5538e+05  2.4248e+05  8.8820e+04
  4250  2.5  6.6928e+04  3.5974e+05  6.1265e+05  6.6783e+05  5.8148e+05  3.5342e+05  2.4290e+05  8.9251e+04
  4250  3.0  7.0623e+04  3.6326e+05  6.0589e+05  6.6704e+05  5.8183e+05  3.5208e+05  2.4375e+05  8.9568e+04
  4250  3.5  7.1725e+04  3.6233e+05  5.9731e+05  6.6615e+05  5.8212e+05  3.5138e+05  2.4452e+05  8.9942e+04
  4250  4.0  7.0575e+04  3.5646e+05  5.8660e+05  6.6489e+05  5.8248e+05  3.5111e+05  2.4499e+05  9.0256e+04
  4250  4.5  6.8736e+04  3.4316e+05  5.7056e+05  6.5905e+05  5.8194e+05  3.4920e+05  2.4229e+05  8.9648e+04
  4250  5.0  6.9908e+04  3.2562e+05  5.4862e+05  6.4550e+05  5.7970e+05  3.4216e+05  2.3145e+05  8.6679e+04
  4500  2.0  1.3097e+05  5.7390e+05  9.1336e+05  9.2109e+05  7.5709e+05  4.2154e+05  2.6190e+05  9.5176e+04
  4500  2.5  1.4315e+05  5.8847e+05  9.0978e+05  9.1986e+05  7.5703e+05  4.1924e+05  2.6251e+05  9.5690e+04
  4500  3.0  1.5109e+05  5.9750e+05  9.0293e+05  9.1905e+05  7.5754e+05  4.1737e+05  2.6343e+05  9.6047e+04
  4500  3.5  1.5372e+05  6.0050e+05  8.9383e+05  9.1938e+05  7.5868e+05  4.1620e+05  2.6441e+05  9.6439e+04
  4500  4.0  1.5101e+05  5.9645e+05  8.8190e+05  9.2034e+05  7.6036e+05  4.1558e+05  2.6531e+05  9.6866e+04
  4500  4.5  1.4425e+05  5.8554e+05  8.6777e+05  9.2168e+05  7.6248e+05  4.1538e+05  2.6660e+05  9.7332e+04
  4500  5.0  1.3667e+05  5.6589e+05  8.4792e+05  9.1803e+05  7.6338e+05  4.1393e+05  2.6482e+05  9.6979e+04
  4750  2.0  2.5472e+05  8.8029e+05  1.2739e+06  1.2175e+06  9.5757e+05  4.8853e+05  2.8053e+05  1.0166e+05
  4750  2.5  2.7404e+05  8.9809e+05  1.2710e+06  1.2136e+06  9.5518e+05  4.8629e+05  2.8151e+05  1.0203e+05
  4750  3.0  2.8794e+05  9.1184e+05  1.2660e+06  1.2113e+06  9.5426e+05  4.8447e+05  2.8249e+05  1.0242e+05
  4750  3.5  2.9466e+05  9.2017e+05  1.2586e+06  1.2107e+06  9.5457e+05  4.8306e+05  2.8415e+05  1.0291e+05
  4750  4.0  2.9293e+05  9.2134e+05  1.2477e+06  1.2116e+06  9.5617e+05  4.8222e+05  2.8523e+05  1.0335e+05
  4750  4.5  2.8315e+05  9.1478e+05  1.2344e+06  1.2147e+06  9.5899e+05  4.8218e+05  2.8660e+05  1.0388e+05
  4750  5.0  2.6803e+05  8.9996e+05  1.2188e+06  1.2188e+06  9.6303e+05  4.8262e+05  2.8770e+05  1.0433e+05
  5000  2.0  4.5697e+05  1.2929e+06  1.6980e+06  1.5531e+06  1.1799e+06  5.5485e+05  2.9865e+05  1.0792e+05
  5000  2.5  4.8449e+05  1.3091e+06  1.6948e+06  1.5472e+06  1.1749e+06  5.5294e+05  3.0043e+05  1.0840e+05
  5000  3.0  5.0477e+05  1.3225e+06  1.6910e+06  1.5433e+06  1.1721e+06  5.5152e+05  3.0160e+05  1.0882e+05
  5000  3.5  5.1652e+05  1.3336e+06  1.6865e+06  1.5417e+06  1.1709e+06  5.5052e+05  3.0297e+05  1.0926e+05
  5000  4.0  5.1688e+05  1.3385e+06  1.6799e+06  1.5426e+06  1.1717e+06  5.5001e+05  3.0440e+05  1.0975e+05
  5000  4.5  5.0561e+05  1.3369e+06  1.6705e+06  1.5461e+06  1.1745e+06  5.5010e+05  3.0604e+05  1.1032e+05
  5000  5.0  4.8463e+05  1.3259e+06  1.6563e+06  1.5508e+06  1.1784e+06  5.5046e+05  3.0786e+05  1.1074e+05
  5250  2.0  7.5866e+05  1.8367e+06  2.1909e+06  1.9247e+06  1.4171e+06  6.2053e+05  3.1708e+05  1.1441e+05
  5250  2.5  7.9897e+05  1.8471e+06  2.1848e+06  1.9172e+06  1.4113e+06  6.1922e+05  3.1848e+05  1.1480e+05
  5250  3.0  8.2874e+05  1.8534e+06  2.1786e+06  1.9111e+06  1.4070e+06  6.1818e+05  3.1983e+05  1.1518e+05
  5250  3.5  8.4699e+05  1.8598e+06  2.1748e+06  1.9089e+06  1.4049e+06  6.1748e+05  3.2172e+05  1.1554e+05
  5250  4.0  8.5108e+05  1.8644e+06  2.1727e+06  1.9104e+06  1.4053e+06  6.1769e+05  3.2357e+05  1.1605e+05
  5250  4.5  8.3929e+05  1.8628e+06  2.1671e+06  1.9136e+06  1.4073e+06  6.1805e+05  3.2536e+05  1.1657e+05
  5250  5.0  8.1258e+05  1.8537e+06  2.1591e+06  1.9195e+06  1.4116e+06  6.1895e+05  3.2710e+05  1.1708e+05
  5500  2.0  1.1746e+06  2.5360e+06  2.7580e+06  2.3314e+06  1.6651e+06  6.8605e+05  3.3410e+05  1.2052e+05
  5500  2.5  1.2295e+06  2.5295e+06  2.7429e+06  2.3205e+06  1.6593e+06  6.8487e+05  3.3588e+05  1.2098e+05
